Rbr;Tekst;Odgovor;Tezina
613;Po kojem se talijanskom gradu zove način paniranja pri kojem se namirnica prije prženja uvalja u pšenično bijelo brašno, zatim u razmućena jaja i na kraju u krušne mrvice pomiješane s ribanim parmezanom?;MILANO;4
614;Koji je hrvatsko-ugarski kralj izdao Zlatnu bulu, kraljevski privilegij zapisan 16. studenoga 1242. u Virovitici, kojim je Gradec postao slobodni kraljevski grad?;BELA IV. Arpadović;2
615;Na scenarij za koji je film Georgea Lucasa iz 1977. godine uvelike utjecala knjiga američkog mitologa Josepha Campbella Junak s tisuću lica, u kojoj je opisan koncept"monomita", suštinske strukture tisućljetne ostavštine mitova i legendi?;RATOVI ZVIJEZDA/ STAR WARS (Episode IVA New Hope);1
616;U romanu objavljenom 1866. godine, koji je književni lik potaknut krajnjom bijedom odlučio ubiti i opljačkati staricu Aljonu Ivanovnu?;Rodion RASKOLJNIKOV;4
617;Na unutarnjem dijelu postolja koje se građevine nalaze ugravirani stihovi iz soneta pjesnikinje Emme Lazarus The New Colossus iz 1883. godine, koji završava stihovima: "Pošaljite mi te beskućnike i stradalnike oluja, za njih uzdižem baklju kraj zlatnih vrata!"?;KIP SLOBODE;3
618;Pod kojim su imenima poznatima po slavnim animiranim likovima prvotno nastupali Simon & Garfunkel?;TOM I JERRY;3
619;Koja je poznata televizijska osoba 1997. godine u dvodijelnoj The Puppy Episode ABC-jeve serije Ellen od producenata zahtijevala da njezin lik javno objavi da je lezbijka što je i učinila priznajući to svojoj psihijatrici koju je glumila Oprah Winfrey? Bilo je to prvi put u povijesti TV-a da je glavni lik neke serije otvoreno priznao svoju homoseksualnost.;Ellen DEGENERES;2
620;Rođen kao Adriaan Florensz Boeyens, Hadrijan VI. do danas je jedini papa koje nacionalnosti te ujedno posljednji netalijan na toj funkciji do izbora Ivana Pavla II. 455 godina kasnije?;NIZOZEMAC;4
621;U prvoj polovici 2020. u svijetu je objavljeno više od 20 tisuća znanstvenih radova o kojoj bolesti, što je nikad ranije zabilježen porast interesa za neku temu istraživanja u cjelokupnoj povijesti znanosti?;COVID-19;2
622;Vojni časnik Claude Joseph Rouget de Lisle napisao je 1792. godine riječi i glazbu za ratnu himnu Chant de guerre pour l'armée du Rhin koja je tri godine kasnije postala poznata pod kojim današnjim imenom?;MARSELJEZA / La MARSEILLAISE;3
623;Smješten u istoimenom nacionalnom parku u jugozapadnom Maroku, Toubkal je s 4167 metara najviši vrh koje planine, ujedno i najviši vrh sjeverne Afrike i arapskog svijeta?;ATLAS;4
624;Kako bi se dobio liker Kahlúa, koji se napitak miješa sa šećernom trskom, rumom i vanilijom?;KAVA;4
625;Časopis Advertising Age 1999. godine jednog je kauboja proglasio najutjecajnijim likom 20. stoljeća koji reklamira neki brend, a samu kampanju jednom od najuspješnijih u tom razdoblju. Koji brend, čiji je slogan "Mild As May" pedesetih godina učetverostručio prodaju, reklamira utjecajni kauboj?;Cigarete MARLBORO;1
626;Nakon završetka nogometne karijere brazilski čarobnjak Ronaldinho kratko je vrijeme igrao futsal za klubove Goa 5's i Delhi Dragons iz koje države?;INDIJA;4
627;Tko je prva osoba u Hrvatskoj koja je svoj kvizaški projekt zaštitila kao intelektualno vlasništvo? Naime, popularnu igru asocijacija" iz Kviskoteke najprije je zaštitio na jugoslavenskoj, a zatim na svjetskoj razini.;Lazo GOLUŽA;3
628;Pod kojim nazivom u kemiji poznajemo ono što su starogrčki filozofi Leukip i Demokrit označavali kao najmanju nedjeljivu osnovu materije i duše?;ATOM;3
629;Kako se zvao narod koji je nekada nastanjivao teritorij od Krke u Dalmaciji do Raše u Istri te susjedne otoke, čiji su zapadni susjedi bili Histri u Istri, a u Dalmaciji južno od Krke Delmati?;LIBURNI;4
630;Koji broj u naslovu sadrži remake pola stoljeća starijeg filma Sidneyja Lumeta, pravna drama Nikite Mihalkova iz 2007. godine o čečenskom mladiću optuženom za ubojstvo očuha?;12 (remake 12 gnjevnih ljudi");5
631;Kojega je datuma (dan i mjesec) 2001. godine američki bend Slayer objavio svoj deveti studijski album znakovita imena God Hates Us All?;11. RUJNA;5
632;Ako bi se na svakom izloženom predmetu zadržao samo jednu minutu, procjenjuje se da bi jednom posjetitelju trebalo oko jedanaest godina da obide cijeli muzej. Koji ruski muzej ima oko tri milijuna primjeraka u svojoj kolekciji?;ERMITAŽ;5
633;Kako se zvao draguljar kojega je ruski car Aleksandar III. angažirao da za Uskrs 1885. godine kao poklon njegovoj supruzi izradi posebno ukrašeno jaje?;Peter Carl (Karl) FABERGÉ;4
634;Dijeleći ime s matematičkom krivuljom drugog reda, kako se zove kratka, jezgrovita priča u prozi ili stihu, koja donosi moralnu ili religioznu poruku?;PARABOLA;3
635;Vizigotski kralj Hispanije i Septimanije Rekared I. odbacio je 587. godine arijanstvo u korist koje religije postavši tako prvi vizigotski kralj te denomincije?;KRŠĆANSTVO;3
636;Koji je zajednički naziv za sustav špilja u podnožju Crnopca u jugoistočnom Velebitu, otkrivenih prilikom gradnje ličke željeznice dvadesetih godina 20. stoljeća? Sastoje se od Donje, Srednje i Gornje špilje, a 1961. godine zaštićene su kao geomorfološki spomenik prirode.;CEROVAČKE špilje;4
637;Koja je Verdijeva tročinska opera iz 1851. godine, s pričom o naslovnom grbavcu, dvorskoj ludi čija se jedina kći Gilda zaljubljuje u vojvodu od Mantove, temeljena na drami Victora Hugoa Kralj se zabavlja?;RIGOLETTO;4
638;Dovršenu 1943. godine, crkvu sv. Franje Asiškog u Belo Horizonteu, koju je svojedobno lokalni nadbiskup nazvao "đavoljim skloništem", s prepoznatljivim betonskim lukovima u modernističkom je stilu dizajnirao koji slavni arhitekt?;Oscar NIEMEYER;5
639;Seksualna privlačnost ili sklonost prema djevojčicama, najčešće tinejdžericama, koje postaju seksualna opsesija starijih muškaraca, naziva se kompleksom prema kojem naslovnom književnom liku dvanaestogodišnjoj djevojčici?;LOLITA;3
640;Alois Schloder prvi je diskvalificirani sportaš sa zimskih olimpijskih igara zbog korištenja dopinga. U kojem se sportu natjecao taj Nijemac čija je momčad ipak nastavila natjecanje u Sapporu i naposljetku osvojila sedmo mjesto?;HOKEJ NA LEDU;5
641;Kako se zovu organeli eukariotskih stanica u kojima se odvija aerobna respiracija i sinteza adenozin-trifosfata (ATP), a izgledaju poput izduženih tjelešaca promjera oko 0,5 μm i duljine ne-koliko mikrometara?;MITOHONDRIJ;3
642;Pod kojim je imenom poznatija Petrarcina zbirka pjesama, isprva prema sintagmi iz prvoga stiha uvodnoga soneta nazvana Rasute rime (Rime sparse)?;KANCONIJER;4
643;Koji je povijesni događaj u središtu priče filma Vatroslava Mimice (1975.) kada u zimu 1573. godine u stubičkom kraju izbija masovan antifeudalni pokret protiv strahovlade veleposjednika?;SELJAČKA BUNA;3
644;Kojim se vražjim" imenom naziva vrući i suhi sjeveroistočni vjetar, koji s istoimene planine najčešće u proljeće i jesen pogada područje zaljeva San Francisca u Kaliforniji?;DIABLO;5
645;Preteču kojega je višenamjenskog i visokomobilnog vozila tvrtka AM General izvorno dizajnirala 1979. kao laki oklopni transporter za potrebe američke vojske na gotovo svim konfliktnim područjima gdje je bila razmještena? Prvi vlasnik komercijalnog civilnog modela H1 bio je Arnold Schwarzenegger, zaljubljenik koji je početkom devedesetih lobirao za njegovu dostupnost na tržištu.;HUMMER (HAMER);5
646;Prvi put dodijeljena 1959., kako se zove prestižna glazbena nagrada, čiji je "radni" naziv bio Eddie (po Thomasu Edisonu), no ubrzo je promijenjen te nagrada ime nosi po izumu Emilea Berlinera?;GRAMMY / GRAMOPHONE AWARD;4
647;Hakkapeliitta je bio naziv korišten za finsku laku konjicu koja se u službi švedskog kralja borila u kojem ratu?;TRIDESETOGODIŠNJI rat;4
648;U kojoj se američkoj saveznoj državi, prema Svjetskoj meteorološkoj organizaciji, nalaze dva grada s najviše sunčanih dana u godini, što ih čini najsunčanijim naseljenim mjestima na svijetu?;ARIZONA (Yuma i Phoenix);5
649;U kojoj je kartaškoj igri jedan od najuspješnijih domaćih natjecatelja bio Geza Klein, kapetan jugoslavenske reprezentacije koja se u tridesetima okitila brojnim svjetskim i europskim medaljama?;BRIDŽ;4
650;Nazvan prema popularnom digitalnom "kućnom ljubimcu", kako se zove efekt emocionalne povezanosti ljudi s robotima, gadgetima, računalnim programima, virtualnim ljubimcima", aplikacijama, odnosno neživim stvarima kojima se pridaju stvarne emocije?;Efekt TAMAGOTCHI;2
651;Olimpijska pobjednica iz Pariza i američka "kraljica valova" Gertrude Ederle postala 1926. godine je prva žena koja je preplivala koji morski prolaz?;La MANCHE/ENGLESKI kanal;4
652;Kako se zove lingvistička disciplina koja se bavi proučavanjem značenja jezičnih znakova, vezom između značenja i njegova izraza, a čijim se utemeljiteljem krajem 19. stoljeća smatra Michel Bréal?;SEMANTIKA;2
653;Zbog svog dugoročnog tajmera, model Casio F-91W jedan je od najčešće korištenih satova u izradi čega?;EKSPLOZIV/BOMBA;4
654;Površinom većem od savezne države Rhode Island, u kojem se gradu"usidrilo" oko 40 posto stanovnika Aljaske?;ANCHORAGE;3
655;U filmu Louisa Mallea Lift za gubilište (1958.) kao glazbena podloga koristila se glazba kojega čuvenog džezista? Jazz-kritičar Phil Johnson soundtrack je opisao kao "najusamljeniji zvuk trube koju ćete ikad čuti i model tužne glazbe".;Miles DAVIS;4
656;Iako je migracijama povremeno prisutan u drugim područjima, prirodno su stanište weddellova tuljana mora oko kojega konti-nenta?;ANTARKTIKA;5
657;Neki smatraju da je inspirirana likom Dantea koji gleda u likove svoga Pakla, drugi da je sam autor u promatranju svoje kompozicije, dok neki smatraju da je to pak biblijski Adam. Koja je to Rodinova skulptura, dio monumentalnih Vrata pakla?;MISLILAC;4
658;Koji slavni roman iz 19. stoljeća započinje rečenicom: "Opće je poznata istina da samcu u posjedu velikog bogatstva sigurno treba supruga."?;PONOS I PREDRASUDE;5
659;Koji je outlaw country-pjevač osim bogate karijere (albumi The Red Headed Stranger, Stardust, Phases and Stages) poznat i kao ekološki aktivist, pa tako od 2005. godine proizvodi biogorivo od biljnih ulja, na tržištu poznato kao BioWillie?;Willie NELSON;4
660;Židovski povjesničar Josip Flavije pisao je da su neki ljudi vrhovnu političku vlast predali monarhijama, drugi oligarhijama, a neki pak masama (demokraciji), dok je "naš zakonodavac oblikovao ono što se zove kojim tipom vladavine, stavivši sav suverenitet i autoritet u ruke Boga"?;TEOKRACIJA;4
661;Dijeleći ime s fiktivnom, kako se zvala prva podmornica koja je 1958. godine prošla Sjeverni pol ploveći ispod zaleđenog pokrova Sjevernog ledenog mora?;NAUTILUS;3
662;Na turskom u značenju"selo ptica", Kuşköy je mjesto na obali Crnog mora u kojem je malobrojno stanovništvo prije četiristo godina osmislilo jednostavan način komunikacije na veće udaljenosti. Koji je to način komunikacije kojem je posvećen i godišnji festival kako bi ga se promoviralo među mladom populacijom?;ZVIŽDANJE;4
663;U kojem se serijalu videoigara održava natjecanje borilačkih vještina The King of Iron Fist Tournament, čiji je domaćin korporacija Mishima Zaibatsu?;TEKKEN;4
664;Tko je u svom djelu Rad probavnih žlijezda iz 1897. godine opisao rezultate svojih pokusa i cijeli proces nazvao uvjetovanim refleksom, što je ustvrdio na istraživanjima sa psima? Istraživanja fiziologije želučane sekrecije donijela su mu 1904. Nobelovu nagradu za medicinu ili fiziologiju.;Ivan Petrovič PAVLOV;5
665;Na medalji kojega odlikovanja uz memorijalni centar Yad Vashem i zahvalu naroda stoji natpis na francuskom jeziku koji preveden glasi: "Tko spasi jednoga čovjeka, spasio je cijeli svijet."?;PRAVEDNIK MEÐU NARODIMA;5
666;S radnjom smještenom u Zagreb 16. stoljeća te crno-bijelom tehnikom opisanim likovima, koji se roman iz 1871. godine smatra prvim hrvatskim povijesnim romanom?;ZLATAROVO ZLATO;5
667;Nošene tijekom jutarnjih molitvi, dvije kutijice od crne kože zvane tefilin, od kojih se jedna stavlja na glavu, a druga na biceps jedne ruke (obje pričvršćene kožnatim remenjem), sadrže svitke sa stihovima iz koje svete knjige?;TORA;4
668;Upamćena kao prva hrvatska koncertna i operna pjevačica, Sidonija Erdődy Rubido u centar kulturne javnosti dospjela je maestralnom izvedbom glavne junakinje Ljubice u kojoj operi Vatroslava Lisinskog?;LJUBAV I ZLOBA;5
669;Po kojem je biljnom rodu nazvana serija od 250 slika, originalnog naziva Les Nymphéas, koju je Claude Monet slikao od 1899. do smrti 1926. godine, tijekom hortikulturalnog projekta proširenja svoga vrta u Givernyju?;LOPOČ;4
670;U Shakespearovoj komediji San Ivanjske noći, u kojem se gradu odvija vjenčanje Tezeja i amazonske kraljice Hipolite?;ATENA;4
671;Na Eurosongu 1974. godine talijanska predstavnica Gigliola Cinquetti osvojila je drugo mjesto iza ABBA-e, ali je građani Italije nisu mogli gledati izravno zbog zabrane prijenosa koji se održavao u vrijeme kampanje za nacionalni referendum o rastavi braka, pa se strahovalo od moguće subliminalne poruke. Kako se jednostavno zvala pjesma?;SÌ;5
672;Uz revidiranu romanizaciju koju je 2000. godine predstavio tamošnji Nacionalni jezični institut, McCune-Reischauer najčešće je korišten sustav romanizacije kojega jezika?;KOREJSKI;4
673;Mnogima simbol kraja komunizma i pada željezne zavjese, bijela drvena kuća Höfði vjerojatno je najpoznatija po događaju iz listopada 1986. godine važnom susretu kojih dvaju državnika?;Ronald REAGAN i Mihail GORBAČOV (summit u Reykjaviku);4
674;Za otkriće kojega su peptidnog hormona Frederick Banting i John J. R. Macleod nagradeni Nobelovom nagradom 1923. godine? Naime, godinu ranije oni su s kolegom Charlesom Bestom dali injekciju svojeg spasonosnog otkrića dječaku Leonardu Thompsonu koji se nakon toga naglo oporavio.;INZULIN;4
675;Osvojivši turnir u Cincinnattiju 2018. godine, koji je tenisač postao prvi igrač u povijesti koji je osvojio svih devet godišnjih turnira iz serije Masters 1000?;Novak ĐOKOVIĆ;5
676;Serijski ubojica Ed Gein, koji se neko vrijeme sam brinuo o bolesnoj majci, poslužio je kao inspiracija za roman Roberta Blocha, ekraniziran 1960. godine u koji istoimeni triler?;PSIHO;5
677;Usmjeren protiv vladajućih struktura zbog povećanja troškova života, kako se zove pokret izvornog imena gilets jaunes, koji se 2018. godine proširio na niz europskih država?;ŽUTI PRSLUCI;4
678;Operu Idomeneo, praizvedenu u Münchenu 1781. godine, o kretskom kralju koji mora žrtvovati vlastitog sina kako bi se odužio bogu Neptunu, kritika često smatra najosobnijom operom kojega skladatelja, s obzirom na to da je vrlo vjerojatno nastala kao glazbeni portret njegova oca Leopolda?;Wolfgang Amadeus MOZART;4
679;Jedan od osnivača i glavnih predstavnika kojega je kratkotrajnog, ali utjecajnog umjetničkog pokreta (grupe) iz 20. stoljeća bio slikar i grafičar Franz Marc, koji je s 36 godina nesretno izgubio život u Bitki za Verdun?;PLAVI JAHAČ / Der BLAUE REITER;5
680;Prema Marxu, zapadno se društvo razvijalo u četiri glavne epohe. Ako su druga i treća antičko i feudalno društvo, koje su dvije epohe na prvom i posljednjem mjestu?;(Primitivni) KOMUNIZAM I KAPITALISTIČKO društvo;4
681;Prema turskom za "dan oranja", kojim se petoslovnim imenom zove stara mjerna jedinica za površinu zemlje od 1000 m2, koja se koristila u Hrvatskoj i zemljama bivšeg Otomanskog Carstva?;DUNUM / DULUM;5
682;Osiguravši Kanadi nakon Harryja Jeromea iz Tokija prvo postolje u toj disciplini, koji je sprinter u Los Angelesu 1984. godine osvojio broncu na utrci 100 metara, što će mu zbog diskvalifikacije u Seulu ostati jedina pojedinačna olimpijska medalja?;Ben JOHNSON;5
683;Američku supergrupu Prophets of Rage osnovali su 2016. godine jedan član Cypress Hilla, dva člana grupe Public Enemy i tri člana kojega kalifornijskog rock-benda?;RAGE AGAINST THE MACHINE;3
684;Koja je osnovna mjerna jedinica od svibnja 2019. godine redefinirana kada je cilindar od platine i iridija zamijenjen definicijom na temelju izračuna Planckove konstante, frekvencije prijelaza hiperfine strukture osnovnog stanja atoma cezija i brzine svjetlosti?;KILOGRAM;4
685;TUM PECCET drevna je latinska fraza, ali i mnemotehnička metoda za pamćenje koga ili čega u grčkoj mitologiji?;Devet MUZA;3
686;Osnovan 1923. godine, koji je od velikih američkih filmskih studija u svojoj ranoj distribuciji imao klasike: Don Juan (1926.), The Jazz Singer (1927), Lights of New York (1928.), The Public Enemy (1931.) te Casablanca (1942.)? U novije vrijeme distributer je svjetski poznatih franšiza: Batman, Superman, Harry Potter, Matrix, Hobit.;WARNER BROS.;2
