Rbr;Tekst;Odgovor;Tezina
974;U čast kojeg je filma Hajrudina Krvavca iz 1972. godine najpopularnijeg jugoslavenskog filma svih vremena u Kini i općenito jednog od tamošnjih najgledanijih filmova sedamdesetih i osamdesetih nazvan jedan brend kineskog piva?;VALTER BRANI SARAJEVO (pivo Valter);4
975;Smatrana jednom od najsvestranijih atletičarki, ali i sportašica općenito, Mildred Didrikson sve je olimpijske medalje zlato u utrci na 80 m s preponama i bacanje koplja te srebro u skoku uvis osvojila na jednim olimpijskim igrama. Kojim (grad ili godina)?;LOS ANGELES / 1932.;5
976;Kako se zovu razgranati protoplazmatski izdanci živčane stanice koji primaju i provode živčane impulse do tijela neurona?;DENDRITI;4
977;Kako se zove primopredaja gradevine između investitora i izvodača radova, pri čemu se utvrduje jesu li gradevina i radovi izvedeni u skladu s ugovorom, projektom, građevinskom dozvolom, tehničkim propisima, a služi za konačan obračun gradnje?;KOLAUDACIJA;5
978;Od latinskog u značenju "zrno" ili "mrvica", kako se zovu organizirane nakupine od po nekoliko stotina površinskih aktivnih tvari koje na sebe skupljaju nečistoće i upravo zbog toga njihovi proizvodi učinkovito uklanjaju masnoću, prljavštinu i mrtve stanice kože?;MICELE;5
979;Na ugljenu pečeno meso koje je životinje, punjeno začinskim biljem i povrćem, glavni sastojak filipinskog nacionalnog jela lechón, vrlo popularnog u većini zemalja španjolskoga govornog područja?;SVINJA;5
980;Od grčkog za"opskrbu", kako se na "P" u Bizantu od 11. do 15. stoljeća zvalo pravo na prihode od posjeda ili od poreza, koje je car dodjeljivao pripadnicima plemstva, najčešće kao naknadu za vojnu službu? Sastojalo se od zemljoposjeda ili pak doživotnog ustupanja prihodovnih prava države.;PRONIJA/PRONOIA;5
981;Kako se zove glagoljski kodeks iz 15. stoljeća, najbogatiji i najljepše urešen hrvatskoglagoljski rukopis, sastavljen od 96 minijatura i 380 inicijala, koji je za bosanskog vojvodu i splitskog hercega napisao pisar Butko?;HRVOJEV MISAL;5
982;Animirani mjuzikl Predbožićna noćna mora Tima Burtona (Tim Burton's The Nightmare Before Christmas) redatelja Henryja Selicka i producenta Tima Burtona iz 1993. godine prvi je animirani film nominiran za Oscara za najbolje vizualne efekte, a u cijelosti je napravljen kojom tehnikom koja se koristi kako bi određeni objekt izgledao kao da se sam kreće?;STOP-ANIMACIJA / STOP MOTION/KADAR PO KADAR;3
983;Kako se nazivaju gomile kamenog materijala na ledenjaku koje na njega dospiju padom s prostranih obronaka ili trenjem ledenjaka o rubove doline?;MORENE;5
984;Riječju koja dolazi iz grčkoga jezika i znači "žena koja služi", koji se naziv koristi za educiranu i iskusnu profesionalku koja pruža kontinuiranu emocionalnu, fizičku potporu majkama prije, tijekom i nakon porodaja?;DOULA;5
985;Koje je nacionalnosti Saïd Aouita, prvi atletičar koji je istrčao 5000 metara za manje od 13 minuta, 3000 metara za manje od 7,5 minuta, a 1500 metara za manje od 3,5 minuta, počevši 1985., a zaokruživši rekord 1989. godine?;MAROKANAC;5
986;Povezana sa staničnim volumenom, krvnim tlakom, metabolizmom inzulina, mišićnom kontrakcijom i brojnim drugim funkcijama, koja je organska kiselina ime dobila zbog toga što je 1827. godine prvi put izolirana iz žuči bika?;TAURIN;4
987;Posljednje djelo kojega je francuskog skladatelja njemačkog podrijetla fantastična opera Hoffmannove priče (Les contes d'Hoffmann), praizvedena 1881. četiri mjeseca nakon njegove smrti? Skladao je vokalna djela, glazbu za balete i violončelo, ali je najpoznatiji ostao po skladanju brojnih opereta.;Jacques OFFENBACH;5
988;Koje je rubno more Tihog oceana u svibnju 1942. bilo poprište pomorske bitke između japanske mornarice i savezničke pomorske i zračne flote sastavljene od američkih i australskih snaga? To je bila prva bitka koja se vodila "iza horizonta" i u kojoj su se nosači aviona sukobili kao glavni brodovi flota.;KORALJNO more;5
989;Smješten izmedu planinskih lanaca Banjaran Pantai Timur na istoku i Banjaran Titiwangse na zapadu, nacionalni park Taman Negara prostire se na površini većoj od četiri tisuće kvadratnih kilometara, a nalazi se u kojoj federalnoj državi? Park obuhvaća i jedno od najstarijih tropskih kišnih područja na svijetu.;MALEZIJA;5
990;Kako se zvala koreografkinja i pedagoginja koja je 1954. godine osnovala zagrebačku Školu za ritmiku i ples te postavila temelje modernog plesnog odgoja i obrazovanja u Hrvatskoj?;Ana MALETIĆ;5
991;Zbog brojnih duhovitih zamjena riječi, ime simpatičnog mesinskog nadstražara Dogberryja (u našem prijevodu Drjenovina) iz koje je Shakespeareove komedije postalo sinonim za malapropizme (zamjena jedne riječi drugom koja slično zvuči)?;MNOGO VIKE NI ZA ŠTO;5
992;Razlikujući se u jednom slovu od tanzanijske prijestolnice, kako se zvalo Zeusovo proročište i svetište u Epiru, gdje su prema Herodotu stabla govorila ljudskim glasovima i imala proročki dar?;DODONA (Dodoma je glavni grad Tanzanije);5
993;Po kojem se ruskom istraživaču i prvom Europljaninu koji je oplovio Čukotski poluotok zove najistočnija kopnena točka azijskog kontinenta?;Semjon DEŽNJEV;5
994;Kako se zove neugljikohidratni polifenolni polimer, drugi glavni sastojak drvne tvari, koji povezuje celulozna vlakna u vrlo čvrstu izvanstaničnu strukturu, a biljna ga stanica sintetizira i pohranjuje na unutarnju stranu celulozne stijenke?;LIGNIN;4
995;Od latinskog za "gladak", kako se kod ljudi zove područje kože izmedu obrva i točno iznad nosa?;GLABELA;5
996;Kako se preziva američki psiholog Paul, jedan od začetnika proučavanja emocija i njihova povezivanja s facijalnim ekspresijama, čemu je posebno pridonio objavivši 1976. godine test prepoznavanja emocija (POFA)? Njegovim je radom inspirirana TV serija Lie to Me (Laži mi) na čijem je setu bio glavni znanstveni savjetnik.;EKMAN;5
997;Nastalo 1990. godine, koje je sportsko natjecanje ženski ekvivalent Ryder Cupu?;SOLHEIM CUP (golf);5
998;Najstarija sačuvana hrvatska zastava sa šahovnicom u grbu pojavila se kao krunidbena zastava u današnjoj Bratislavi 1647. godine, na krunidbi kojega ugarsko-hrvatskoga kralja, četvrtoga svog imena i ranijeg kralja Bohemije?;FERDINAND;5
999;U jednoj od najvećih pljački umjetnina, u ožujku 1990. iz bostonskog muzeja Isabella Stewart Gardner ukradeno je 13 umjetničkih djela među kojima i koja slika Johannesa Vermeera, smatrana najvrjednijim još uvijek nepronađenim umjetničkim djelom?;KONCERT;5
1000;Koji je američki brzi klizač, u svom prepoznatljivom žutom trikou, na Olimpijskim igrama u Lake Placidu 1980. pobijedio na svih pet staza od 500 do 10 000 metara, ostavši do danas olimpijac s najviše osvojenih zlata na jednim ZOI?;Eric HEIDEN;5
1001;Koju prirodnu pojavu Finci zovu „revontuli“ ili „lisičja vatra“ i vjeruju da je stvaraju snježne pahuljice koje je repom uskomešalo čarobno stvorenje?;POLARNA SVJETLOST/ AURORA BOREALIS;NA
1002;Službena SOS pozicija kojega je broda glasila 41°46 Ni50°14 W,što je tek otkrićem olupine u rujnu 1985. godine potvrdilo pogrešku u izračunu za 13 nautičkih milja istočnije od posljednje zadane pozicije, koju je izdao iskusni pomorac Joseph Boxhall?;TITANIC;NA
1003;Svečano otkriven 1866., uklonjen 1947. te ponovo postavljen 1990. godine, konjanički spomenik u bronci austrijskog kipara i ljevača Antona Dominika Fernkorna, u hrvatskom kontekstu njegovo najvažnije djelo, danas je smješten na kojoj zagrebačkoj lokaciji?;TRG bana JOSIPA JELAČIĆA;NA
1004;Indijski matematičar i astronom Brahmagupta u povijesti je ostao upamćen kao prvi matematičar koji je zapisao i definirao koji broj te postavio pravila računanja s njim?;NULA;NA
1005;Koji je četveroslovni akronim, referenciju na Jeanine Stifler, popularizirao film Američka pita?;MILF;NA
1006;Skovao ga je Richard Dawkins kao koncept za raspravu o evolucijskim principima u objašnjenju kulturnih fenomena. Koji pojam Oksfordski rječnik danas definira kao „element kulture koji se sam umnožava, a prenosi se oponašanjem"?;MEM (MIM)/MEME;NA
1007;Po kojoj mitskoj ptici ime nosi serija manga japanskog autora Osamua Tezuke, njegovo najvažnije djelo i nikad završena priča o besmrtnosti i reinkarnaciji?;FENIKS;NA
1008;U početku je djelovala kao zabavni pokret 4CHAN-a, a od 2008. političkim se prosvjedima zalaže za slobodu govora, neovisnost interneta te protiv različitih organizacija. Kako se zove ta decentralizirana internetska aktivistička grupa, čiji je zaštitni simbol maska Guya Fawkesa?;ANONYMOUS;NA
1009;Tko je u lipnju 1981. godine, šest mjeseci nakon ubojstva s pruga, objavio svoj peti solostudijski album Season of Glass,kontroverzan po svom „,coveru" koji naposljetku, unatoč zahtjevima izdavača, nije promijenjen?;Yoko ONO;NA
1010;Manifestaciju Marulićevi dani utemeljio je 1991. godine Rade Perković kao tadašnji dointendant HNK u Splitu, a o održava oko 22. travnja, u spomen na datum kada je Marulić 1501. godine završio pisanje kojega svog djela?;JUDITA;NA
1011;Kako se zove fizikalna veličina oznake P, koja opisuje brzinu obavljanja mehaničkoga rada, određena omjerom rada (W) iz to utrošenog vremena (†)?;SNAGA;NA
1012;Prema Pierreu de Coubertinu, koji sport prikazuje idealnoga vojnika njegova vremena, a simulira vještine vojnika iz konjičkog odreda koji se nađe iza neprijateljskih linija, pa mora jahati po nepoznatom terenu, boriti se mačem i pištoljem, trčati i plivati?;MODERNI PETOBOJ;NA
1013;Blastar je računalna igra koju je 1984. - u dobi od 12 godinarazvio te prodao po cijeni od 500 dolara koji poduzetnik i investitor rođen u južnoafričkoj Pretoriji?;Elon MUSK;NA
1014;Ruske su vlasti, zbog potreba tisuća sela raspršenih na velikom području, pokrenule trgovinu kojim jakim alkoholnim pićem, koja je bila toliko isplativa da je u 19. stoljeću otplaćivala većinu troškova ruske vojske, tada jedne od najvećih na svijetu?;VOTKA;NA
1015;Inspiriran letom Charlesa Lindbergha, tada mladi animator Walt Disney režirao je 1928. godine nijemi animirani film Ludi avion (Plane Crazy), poznat po prvom pojavljivanju kojegakasnijeg slavnog lika?;MICKEY MOUSE;NA
1016;Koji se predmet dijelio besplatno uz prvo izdanje britanskog tabloida Daily Mirror, koje se u prodaji našlo davne 1903. godi-ne?;OGLEDALCE;NA
1017;Inženjer graditeljstva Antun Luković sredinom 19. stoljeća projektirao je niz aleksandrijskih palača i crkvi te s gradnji tamošnje luke, a poznat je po suradnji s Ferdinandomde Lessepsom na izgradnji kojeg kanala?;SUESKI kanal;NA
1018;Kako se zvao peti namjesnik (prokurator) Judeje, nasljednikValerija Grata koji je na položaj stupio 26. godine?;PONCIJE PILAT;NA
1019;Mornarički časnik Victor Vescovo u travnju 2019. godine spustio se na dno Marijanske brazde i time postao prvi čovjek koji je prešao najveću vertikalnu udaljenost na Zemlji. Naime, taj podvig je pridodan usponu devet godina ranije na koji planinski vrh?;Mount EVEREST;NA
1020;Koji je američki pisac u uvodu svoga romana iz 1884. godine dao objašnjenje: „U ovoj je knjizi upotrijebljeno nekoliko narječja, to jest: crnačko narječje iz Missourija, krajnji oblik jugozapadnog narječja iz duboke unutrašnjosti, obično narječje iz okruga Pike i četiri varijante ovoga potonjeg.“?;Mark TWAIN;NA
1021;U kojem je današnjem glavnom gradu 1983. godine osnovan glazbeni duo Modern Talking?;BERLIN;NA
1022;Tko je u svom kapitalnom djelu iz 1776. godine pisao da je „u sebičnoj utrci samo za svojim dobrom, svaki pojedinac vođen nekom nevidljivom rukom kako bi postigao najbolje za sve i slijedeći svoj vlastiti interes često promiče interes društva uspješnije nego kada to stvarno želi učiniti“?;Adam SMITH (Bogatstvo naroda);NA
1023;Kako se zove američka sapunica, prikazivana originalno u više od 2000 nastavaka od sredine osamdesetih na NBC-ju, u kojoj se radnja vrti oko bogate kalifornijske obitelji Capwell te još mnoštva likova?;SANTA BARBARA;NA
1024;Kojim se engleskim terminom s kraticom QB označava najvažnija napadačka pozicija nekog igrača u američkom nogometu?;QUARTERBACK;NA
1025;Koja je tvrtka za svoje istoimeno piće u osamdesetima osmislila popularne slogane Catch the Wave", „Taste the Feeling" i "Red, White & You"?;COCA-COLA;NA
1026;Na grbu koje se američke savezne države nalazi osam listova bilj- (kalo), sastavnog dijela tradicionalnog lokalnog jela poi?;HAVAJI;NA
1027;Ukupne površine oko 50 hektara, Spačvanski bazen u porječju rijeka Spačve i Studve najveći je hrvatski i europski cjeloviti kompleks nizinskih šuma kojega drveta?;HRAST LUŽNJAK;NA
1028;S naslovom preuzetim iz drugog čina Hamleta, kako se zove film Alfreda Hitchcocka o krivo optuženom čovjeku uvučenom u svijet međunarodne špijunaže, koji prepušten sebi? Film spominje dvije strane svijeta.;SJEVER, SJEVEROZAPAD;NA
1029;Pripadnici koje su religije u osobito bliskom dodiru si prolaznosti, koju zovu anicca i uz anattu i dukkhu smatraju jeosnovnim svojstvom postojanja?;BUDIZAM;NA
1030;Emitiran na švedskoj javnoj televiziji STV pod nazivom Expedition Robinson, pod kojim je imenom poznatiji reality show čiju je licenciju 2000. godine otkupio američki CBS i promijenio ime?;SURVIVOR;NA
1031;U kojoj se državi tijekom pedesetih vodila službena „Kampanja protiv četiri pošasti“, u kojoj je potamanjeno milijardu i pol štakora, 11 milijuna kilograma komaraca, još deset puta više muha te milijardu vrabaca?;KINA;NA
1032;Uz minimalan dodatak definiciji, koji je danas raširen pojam 1889. godine skovao učenik Louisa Pasteura Paul Vuillemin kako bi označio „biće koje uništava život drugome da bi održalo svoj“?;ANTIBIOTIK;NA
1033;Osnovana 29. studenoga 1963., Warrenova komisija bila je zadužena za istraživanje okolnosti ubojstva - koje osobe?;John F. KENNEDY;NA
1034;Na kojem se kontinentu od 2009. do 2019. godine vozio slavni Reli Dakar, ranije poznat kao Pariz - Dakar?;JUŽNA AMERIKA;NA
1035;Henry Cavendish fizičarima je najpoznatiji po tome što je izmjerio točnu vrijednost gravitacijske konstante, a kemičarima po otkriću kojega kemijskog elementa (1766.) provođenjem vodene pare preko užarena željeza?;VODIK;NA
1036;Ako svako pjevanje odgovara jednom slovu grčkoga alfabeta, od koliko se pjevanja sastoji Homerova Ilijada?;24;NA
1037;Koji je pjevač pjesmom Rock Me Amadeus 1986. godine dospio na vrh ljestvice Billboard Hot 100, što ga čini jedinim pjevačem snjemačkoga govornog područja koji je imao hit broj 1 u SAD-u?;FALCO/Johann HÖLZEL;NA
1038;Kako se zove nezasićeni plinoviti ugljikovodik formule Crisi najjednostavniji alken slatkasta i opojna mirisa, koji se koristi u proizvodnji plastičnih predmeta, etanola i drugih organskihkemikalija?;ETEN/ETILEN;NA
1039;Kao prvi iz tog područja, koji se nijemi film Fritza Langa od 2001. godine nalazi na UNESCO-ovu popisu iz programa Sjećanje svijeta (Memory of the World), među posebno dragocjenim zbirkama i dokumentima?;METROPOLIS;NA
1040;Najmlađi sin Ranginuija i Papatūānuku, Ruaumoko je bog potresa, vulkana i godišnjih doba, štovan u mitologiji kojega naroda?;MAORI;NA
1041;Budući da je kao detalj naknadno dodan, postoji legenda da je na znamenitoj slici Las Meninas kralj Filip IV. osobno naslikao crveni križ sv. Jakova na prsima kojega slikara?;Diego VELÁZQUEZ;NA
1042;Poznat i pod imenom „Sinjal“, s kojom planinom ime dijeli najviši vrh (1831 m) Hrvatske?;DINARA;NA
1043;Među ostalim sadržavajući određenu količinu torija, njemačka zubna pasta Doramad za vrijeme Drugog svjetskog rata u promotivnim je kampanjama oglašavana sugerirajući kako koje njezino svojstvo pozitivno utječe na ljudsko zdravlje te sprječava razmnožavanje bakterija u ustima?;RADIOAKTIVNOST /RADIOAKTIVNO ZRAČENJE;NA
1044;Kako se zove dioba stanične jezgre, kojom se nasljedna tvar raspodjeljuje na dvije jezgre kćeri, od kojih svaka dobiva jednak broj kromosoma i sve gene koje je imala i majčinska stanica?;MITOZA;NA
1045;Na poznatoj slici Hansa Holbeina mlađeg iz 1533. godine, koju visoku funkciju predstavljaju Jean de Dinteville i Georges de Selve?;VELEPOSLANICI/ AMBASADORI;NA
1046;Prije negoli će postići uspjeh trilogijom nacionalnih opera Mi-slav, Ban Leget i Nikola Šubić Zrinjski, koji je skladatelj 1860. godine postao prvi domaći riječki skladatelj s operom postavljenom u riječkom kazalištu (Amelia, ili Razbojnik)?;Ivan pl. ZAJC;NA
